imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,budget_,usa_gross_income_,worlwide_gross_income_,usa_revenue,worlwide_revenue,Main Actor,Main Director,Main Writer,Main genre,Main Language,Main Country,movie_ID
tt0082198,Conan il barbaro,Conan the Barbarian,1982,1982-09-10,"Action, Adventure, Fantasy",129,"USA, Spain, Mexico",English,John Milius,"Robert E. Howard, John Milius",Universal Pictures,"Arnold Schwarzenegger, James Earl Jones, Max von Sydow, Sandahl Bergman, Ben Davidson, Cassandra Gava, Gerry Lopez, Mako, Valérie Quennessen, William Smith, Luis Barboo, Franco Columbu, Leslie Foldvary, Gary Herman, Erik Holmey","A young boy, Conan, becomes a slave after his parents are killed and tribe destroyed by a savage warlord and sorcerer, Thulsa Doom. When he grows up he becomes a fearless, invincible fighter. Set free, he plots revenge against Thulsa Doom.",6.9,135134,$ 20000000,$ 39565475,$ 68851475,43.0,404.0,192.0,20000000.0,39565475.0,68851475.0,19565475,48851475,Arnold Schwarzenegger,John Milius,Robert E. Howard,Action,English,USA,425
tt0082507,Heartbeeps,Heartbeeps,1981,1981-12-18,"Comedy, Sci-Fi",78,USA,English,Allan Arkush,John Hill,Universal Pictures,"Andy Kaufman, Bernadette Peters, Randy Quaid, Kenneth McMillan, Melanie Mayron, Christopher Guest, Richard B. Shull, Dick Miller, Kathleen Freeman, Mary Woronov, Paul Bartel, Wally Ann Wharton, Barry Diamond, Stephanie Faulkner, Jeffrey Kramer",Two household robots run away and try to start a family.,4.2,1296,$ 10000000,$ 2154696,$ 2154696,,34.0,23.0,10000000.0,2154696.0,2154696.0,-7845304,-7845304,Andy Kaufman,Allan Arkush,John Hill,Comedy,English,USA,446
tt0082817,I falchi della notte,Nighthawks,1981,1981-04-18,"Action, Crime, Thriller",99,USA,"English, German, French, Swedish","Bruce Malmuth, Gary Nelson","David Shaber, David Shaber",Universal Pictures,"Sylvester Stallone, Billy Dee Williams, Lindsay Wagner, Persis Khambatta, Nigel Davenport, Rutger Hauer, Hilarie Thompson, Joe Spinell, Walter Mathews, E. Brian Dean, Caesar Cordova, Charles Duval, Tony Munafo, Howard Stein, Tawn Christian","Conservative street cop Deke DaSilva reluctantly agrees to terminate an international terrorist who has demanded media attention. But DaSilva's ""at-home"" tactics are very much put to the challenge.",6.4,17049,$ 5000000,$ 14905359,$ 19905359,56.0,139.0,60.0,5000000.0,14905359.0,19905359.0,9905359,14905359,Sylvester Stallone,Bruce Malmuth,David Shaber,Action,English,USA,461
tt0083079,Il silenzio del nord,Silence of the North,1981,1981-10-23,Drama,94,Canada,English,Allan King,"Olive Frederickson, Ben East",Universal Pictures,"Ellen Burstyn, Tom Skerritt, Gordon Pinsent, Jennifer McKinney, Donna Dobrijevic, Jeff Banks, Colin Fox, David Fox, Richard W. Farrell, Larry Reynolds, Frank C. Turner, Ute Blunck, Thomas Hauff, Freddie Lang, Dennis Robinson","Based on the biography of Olive Fredrickson, It tells of her life as a girl, then a trapper's wife and later a widow with three small children surviving under rugged pioneer conditions in ...",6.3,216,CAD 8400000,$ 1622898,$ 1622898,,9.0,4.0,6552000.0,1622898.0,1622898.0,-4929102,-4929102,Ellen Burstyn,Allan King,Olive Frederickson,Drama,English,Canada,471
tt0083642,Il più bel casino del Texas,The Best Little Whorehouse in Texas,1982,1982-07-23,"Comedy, Musical",114,USA,English,Colin Higgins,"Larry L. King, Peter Masterson",Universal Pictures,"Burt Reynolds, Dolly Parton, Dom DeLuise, Charles Durning, Jim Nabors, Robert Mandan, Lois Nettleton, Theresa Merritt, Noah Beery Jr., Raleigh Bond, Barry Corbin, Ken Magee, Mary Jo Catlett, Mary Louise Wilson, Howard K. Smith",A town's Sheriff and regular patron of a historical whorehouse fights to keep it running when a television reporter targets it as the Devil's playhouse.,6.0,9622,$ 35000000,$ 69701637,$ 69701637,40.0,56.0,16.0,35000000.0,69701637.0,69701637.0,34701637,34701637,Burt Reynolds,Colin Higgins,Larry L. King,Comedy,English,USA,491
tt0083866,E.T. - L'extra-terrestre,E.T. the Extra-Terrestrial,1982,1982-12-07,"Family, Sci-Fi",115,USA,English,Steven Spielberg,Melissa Mathison,Universal Pictures,"Dee Wallace, Henry Thomas, Peter Coyote, Robert MacNaughton, Drew Barrymore, K.C. Martel, Sean Frye, C. Thomas Howell, Erika Eleniak, David M. O'Dell, Richard Swingler, Frank Toth, Robert Barton, Michael Darrell, David Berkson",A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.,7.8,362758,$ 10500000,$ 435110554,$ 793482178,91.0,612.0,255.0,10500000.0,435110554.0,793482178.0,424610554,782982178,Dee Wallace,Steven Spielberg,Melissa Mathison,Family,English,USA,502
tt0084787,La cosa,The Thing,1982,1982-11-30,"Horror, Mystery, Sci-Fi",109,USA,"English, Norwegian",John Carpenter,"Bill Lancaster, John W. Campbell Jr.",Universal Pictures,"Kurt Russell, Wilford Brimley, T.K. Carter, David Clennon, Keith David, Richard Dysart, Charles Hallahan, Peter Maloney, Richard Masur, Donald Moffat, Joel Polis, Thomas G. Waites, Norbert Weisser, Larry Franco, Nate Irwin",A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,8.1,360147,$ 15000000,$ 19629760,$ 19629760,57.0,1108.0,343.0,15000000.0,19629760.0,19629760.0,4629760,4629760,Kurt Russell,John Carpenter,Bill Lancaster,Horror,English,USA,543
tt0085750,Lo squalo 3,Jaws 3-D,1983,1983-07-22,"Adventure, Horror, Thriller",99,USA,English,Joe Alves,"Peter Benchley, Richard Matheson",Universal Pictures,"Dennis Quaid, Bess Armstrong, Simon MacCorkindale, Louis Gossett Jr., John Putch, Lea Thompson, P.H. Moriarty, Dan Blasko, Liz Morris, Lisa Maurer, Harry Grant, Andy Hansen, P.T. Horn, John Edson, Kaye Stevens",A giant thirty-five-foot shark becomes trapped in a SeaWorld theme park and it's up to the sons of police chief Brody to rescue everyone.,3.7,39012,$ 20500000,$ 45517055,$ 87987055,27.0,317.0,90.0,20500000.0,45517055.0,87987055.0,25017055,67487055,Dennis Quaid,Joe Alves,Peter Benchley,Adventure,English,USA,579
tt0086014,Nightmares - Incubi,Nightmares,1983,1983-09-09,"Horror, Sci-Fi",99,USA,English,Joseph Sargent,"Christopher Crowe, Jeffrey Bloom",Universal Pictures,"Cristina Raines, Joe Lambie, Anthony James, Clare Torao, Raleigh Bond, Robert Phelps, Dixie Lynn Royce, Lee Ving, Emilio Estevez, Mariclare Costello, Louis Giambalvo, Moon Unit Zappa, Billy Jayne, Joshua Grenrock, Gary Carlos Cervantes",Anthology of four horror tales with a supernatural twist based on urban legends.,5.8,2850,$ 6000000,$ 6670680,$ 6670680,39.0,42.0,51.0,6000000.0,6670680.0,6670680.0,670680,670680,Cristina Raines,Joseph Sargent,Christopher Crowe,Horror,English,USA,595
tt0086154,Psycho II,Psycho II,1983,1983-06-03,"Crime, Horror, Mystery",113,"USA, Australia",English,Richard Franklin,"Tom Holland, Robert Bloch",Universal Pictures,"Anthony Perkins, Vera Miles, Meg Tilly, Robert Loggia, Dennis Franz, Hugh Gillin, Claudia Bryar, Robert Alan Browne, Ben Hartigan, Lee Garlington, Tim Maier, Jill Carroll, Chris Hendrie, Tom Holland, Michael Lomazow","After twenty-two years of psychiatric care, Norman Bates attempts to return to a life of solitude, but the specters of his crimes - and his mother - continue to haunt him.",6.5,23355,$ 5000000,$ 34725000,$ 34725000,54.0,239.0,126.0,5000000.0,34725000.0,34725000.0,29725000,29725000,Anthony Perkins,Richard Franklin,Tom Holland,Crime,English,USA,603
tt0086250,Scarface,Scarface,1983,1984-02-24,"Crime, Drama",170,USA,"English, Spanish",Brian De Palma,Oliver Stone,Universal Pictures,"Al Pacino, Steven Bauer, Michelle Pfeiffer, Mary Elizabeth Mastrantonio, Robert Loggia, Miriam Colon, F. Murray Abraham, Paul Shenar, Harris Yulin, Ángel Salazar, Arnaldo Santana, Pepe Serna, Michael P. Moran, Al Israel, Dennis Holahan","In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.",8.3,721343,$ 25000000,$ 45408703,$ 66023585,65.0,1051.0,177.0,25000000.0,45408703.0,66023585.0,20408703,41023585,Al Pacino,Brian De Palma,Oliver Stone,Crime,English,USA,612
tt0087096,Crackers,Crackers,1984,1984-02-17,"Adventure, Comedy, Crime",91,USA,English,Louis Malle,Jeffrey Alan Fiskin,Universal Pictures,"Donald Sutherland, Jack Warden, Sean Penn, Wallace Shawn, Larry Riley, Trinidad Silva, Christine Baranski, Charlayne Woodard, Tasia Valenza, Irwin Corey, Edouard DeSoto, Anna Maria Horsford, Mitchell Lichtenstein, Marjorie Eaton, Ed Call","Garvey is a San Francisco pawnshop operator. His unemployed and criminal friends Dillard, Turtle, and Weslake, team up with Boardwalk, a local pimp, to burgle Garvey's shop while the owner ...",5.2,1159,$ 12000000,$ 129268,$ 129268,,7.0,8.0,12000000.0,129268.0,129268.0,-11870732,-11870732,Donald Sutherland,Louis Malle,Jeffrey Alan Fiskin,Adventure,English,USA,661
tt0088007,Il fiume dell'ira,The River,1984,1985-04-25,Drama,124,USA,English,Mark Rydell,"Robert Dillon, Robert Dillon",Universal Pictures,"Mel Gibson, Sissy Spacek, Shane Bailey, Becky Jo Lynch, Scott Glenn, Don Hood, Billy Green Bush, James Tolkan, Bob W. Douglas, Andy Stahl, Lisa Sloan, Larry D. Ferrell, Susie Toomey, Kelly Toomey, Frank Hoyt Taylor","A farming family battles severe storms, a bank is threatening to repossess their farm, and there are other hard times in a battle to save and hold on to their farm.",6.3,6225,$ 18000000,$ 11489982,$ 11489982,46.0,17.0,18.0,18000000.0,11489982.0,11489982.0,-6510018,-6510018,Mel Gibson,Mark Rydell,Robert Dillon,Drama,English,USA,713
tt0088128,Sixteen Candles - Un compleanno da ricordare,Sixteen Candles,1984,1985-04-27,"Comedy, Romance",93,USA,English,John Hughes,John Hughes,Universal Pictures,"Molly Ringwald, Justin Henry, Michael Schoeffling, Haviland Morris, Gedde Watanabe, Anthony Michael Hall, Paul Dooley, Carlin Glynn, Blanche Baker, Edward Andrews, Billie Bird, Carole Cook, Max Showalter, Liane Curtis, John Cusack","A girl's ""sweet"" sixteenth birthday becomes anything but special, as she suffers from every embarrassment possible.",7.1,102767,$ 6500000,$ 23686027,$ 23686027,61.0,212.0,95.0,6500000.0,23686027.0,23686027.0,17186027,17186027,Molly Ringwald,John Hughes,John Hughes,Comedy,English,USA,717
tt0088194,Strade di fuoco,Streets of Fire,1984,1984-06-01,"Action, Crime, Drama",93,USA,English,Walter Hill,"Walter Hill, Larry Gross",Universal Pictures,"Michael Paré, Diane Lane, Rick Moranis, Amy Madigan, Willem Dafoe, Deborah Van Valkenburgh, Richard Lawson, Rick Rossovich, Bill Paxton, Lee Ving, Stoney Jackson, Grand L. Bush, Robert Townsend, Mykelti Williamson, Elizabeth Daily","A mercenary is hired to rescue his ex-girlfriend, a singer who has been kidnapped by a motorcycle gang.",6.7,17552,$ 14500000,$ 8089290,$ 8089290,59.0,195.0,112.0,14500000.0,8089290.0,8089290.0,-6410710,-6410710,Michael Paré,Walter Hill,Walter Hill,Action,English,USA,723
tt0088763,Ritorno al futuro,Back to the Future,1985,1985-10-18,"Adventure, Comedy, Sci-Fi",116,USA,English,Robert Zemeckis,"Robert Zemeckis, Bob Gale",Universal Pictures,"Michael J. Fox, Christopher Lloyd, Lea Thompson, Crispin Glover, Thomas F. Wilson, Claudia Wells, Marc McClure, Wendie Jo Sperber, George DiCenzo, Frances Lee McCain, James Tolkan, J.J. Cohen, Casey Siemaszko, Billy Zane, Harry Waters Jr.","Marty McFly, a 17-year-old high school student, is accidentally sent thirty years into the past in a time-traveling DeLorean invented by his close friend, the eccentric scientist Doc Brown.",8.5,1027330,$ 19000000,$ 211406762,$ 388774684,87.0,1202.0,246.0,19000000.0,211406762.0,388774684.0,192406762,369774684,Michael J. Fox,Robert Zemeckis,Robert Zemeckis,Adventure,English,USA,736
